COMP;REGIAO;UF;MUNICIPIO;NOME_ESTABELECIMENTO;RAZAO_SOCIAL;DS_TIPO_UNIDADE;DESC_NATUREZA_JURIDICA;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;CO_CEP;LEITOS_EXISTENTES;LEITOS_SUS;UTI_TOTAL_EXIST;UTI_TOTAL_SUS;UTI_ADULTO_EXIST;UTI_ADULTO_SUS;UTI_PEDIATRICO_EXIST;UTI_PEDIATRICO_SUS;UTI_NEONATAL_EXIST;UTI_NEONATAL_SUS;UTI_QUEIMADO_EXIST;UTI_QUEIMADO_SUS;UTI_CORONARIANA_EXIST;UTI_CORONARIANA_SUS;ZONA
202306;SUDESTE;SP;SAO PAULO;ASSOCIACAO NOSSA SENHORA DO PARI;ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL N SRA DO PARI;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÃPICO;RUA HANEMANN;234;CANINDE;03031040;54;53;8;7;8;7;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA;INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;RUA PASCOAL MOREIRA;450;MOOCA;03117000;31;31;0;0;0;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÃBLICO;RUA MANOEL FRANCA DOS SANTOS;174;JARDIM SAPOPEMBA;03975130;162;162;30;30;20;20;0;0;10;10;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÃBLICO;AV MINISTRO PETRONIO PORTELA;1642;JARDIM IRACEMA;02802120;169;160;35;35;20;20;5;5;4;4;6;6;0;0;Zona Norte
202306;SUDESTE;SP;SAO PAULO;HOSP VERA CRUZ;HOSPITAL VERA CRUZ LTDA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;R ALTO PARAGUAI;362;J MODELO;02238240;130;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Norte
202306;SUDESTE;SP;SAO PAULO;HOSPITAL CENTRAL DE GUAIANASES;HOSPITAL E PRONTO SOCORRO COMUNITARIO VILA IOLANDA LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA CABO JOSE TEIXEIRA;189;GUAIANAZES;08451010;95;0;13;0;13;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;NEXT HOSPITAL SANTO AMARO;HOSPITAL ALVORADA TAGUATINGA LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA BARAO DO RIO BRANCO;555;SANTO AMARO;04753001;78;0;10;0;10;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSPITAL PSIQUIATRICO DE VILA MARIANA;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL ESPECIALIZADO;HOSPITAL_PÃBLICO;RUA MAJOR MARAGLIANO;241;VILA MARIANA;04017030;77;77;0;0;0;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;CASA DE DAVID SAO PAULO;CASA DE DAVID TABERNACULO ESPIRITA PARA EXCEPCIONAIS;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÃPICO;RODOVIA FERNAO DIAS;82;PARQUE EDU CHAVES;02284000;281;265;0;0;0;0;0;0;0;0;0;0;0;0;Zona Norte
202306;SUDESTE;SP;SAO PAULO;HOSPITAL SAO CAMILO POMPEIA;SOCIEDADE BENEFICENTE SAO CAMILO;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;AV POMPEIA;1178;POMPEIA;05022001;385;0;103;0;86;0;17;0;0;0;0;0;0;0;Zona Oeste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÃBLICO;AV DEPUTADO EMILIO CARLOS;3000;VILA NOVA CACHOEIRIN;02720200;210;195;40;30;40;30;0;0;0;0;0;0;0;0;Zona Norte
202306;SUDESTE;SP;SAO PAULO;HOSPITAL GERIATRICO E DE CONVALESCENTES D PEDRO II;IRMANDADE SANTA CASA DE MISERICORDIA DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;AV GUAPIRA;2674;JACANA;02265002;457;457;0;0;0;0;0;0;0;0;0;0;0;0;Zona Norte
202306;SUDESTE;SP;SAO PAULO;HOSPITAL SANTA CATARINA;ASSOCIACAO CONGREGACAO DESANTA CATARINA;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;PAULISTA;200;BELA VISTA;01310000;330;0;85;0;69;0;16;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;SAO LUIZ UNIDADE ITAIM;REDE D OR SAO LUIZ S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA DR ALCEU DE CAMPOS RODRIGUES;95;VILA NOVA CONCEICAO;04544000;274;0;50;0;18;0;0;0;32;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;INST SUEL ABUJAMRA;INSTITUTO SUEL ABUJAMRA;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÃPICO;RUA TAMANDARE;693;ACLIMACAO;01525001;16;16;0;0;0;0;0;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO;IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;RUA DR CESARIO MOTA JUNIOR;112;VILA BUARQUE;01221020;1086;1078;96;88;63;55;18;18;15;15;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSP DO SERV PUB MUNICIPAL HSPM;HOSPITAL DO SERVIDOR PUBLICO MUNICIPAL;HOSPITAL GERAL;HOSPITAL_PÃBLICO;CASTRO ALVES;60;LIBERDADE;01532000;193;14;41;14;33;10;4;0;4;4;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;PREFEITURA DO MUNICIPIO DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÃBLICO;ESTRADA DE ITAPECERICA;1661;CAMPO LIMPO;05835005;327;303;68;60;40;40;16;10;12;10;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;FUNDACAO FACULDADE DE MEDICINAHCFMUSP INST DE PSIQUIATRIA SP;FUNDACAO FACULDADE DE MEDICINA MECMPAS;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÃPICO;RUA DR OVIDIO PIRES DE CAMPOS;785;CERQUEIRA CESAR;05403000;123;123;0;0;0;0;0;0;0;0;0;0;0;0;Zona Oeste
202306;SUDESTE;SP;SAO PAULO;SERRA MAYOR;SERRA MAYOR SERVICOS MEDICOS S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;ESTRADA DE ITAPECERICA;4659;CAPAO REDONDO;05858001;42;0;20;0;20;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;API ASSISTENCIA PSIQUIATRICA INTEGRADA;API ASSISTENCIA PSIQUIATRICA INTEGRADA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;AV INDIANOPOLIS;1903;PLANALTO PAULISTA;04063003;51;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSPITAL E PRONTO SOCORRO PORTINARI;HOSPITAL E PRONTO SOCORRO PORTINARI LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;AVENIDA CANDIDO PORTINARI;455;VILA JAGUARA;05114000;109;0;42;0;22;0;10;0;10;0;0;0;0;0;Zona Oeste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL BDW SP;HOSPITAL BDW SP LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;DOS BANDEIRANTES;679;VILA OLIMPIA;04553010;35;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HEALTHCARE HOSPITAL DE TRANSICAO;JM HEALTHCARE HOSPITAL DE TRANSICAO LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA DR JAMBEIRO COSTA;57;LIBERDADE;01509030;70;0;0;0;0;0;0;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÃBLICO;RUA DOM JOSE MAURICIO;15;CARANDIRU;02028000;251;251;0;0;0;0;0;0;0;0;0;0;0;0;Zona Norte
202306;SUDESTE;SP;SAO PAULO;HOSP DE CLINICAS J HELENA;HOSPITAL DE CLINICAS JARDIM HELENA SC LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA ERVA ANDORINHA;123;JARDIM HELENA;08090470;32;0;8;0;8;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL SAO CAMILO IPIRANGA;SOCIEDADE BENEFICENTE SAO CAMILO;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;RUA POUSO ALEGRE;1;IPIRANGA;04261030;162;0;48;0;48;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HSANP HOSPITAL;ASSOCIACAO HOSPITALAR SANTANA;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;RUA VOLUNTARIOS DA PATRIA;2786;SANTANA;02402100;152;0;39;0;20;0;9;0;10;0;0;0;0;0;Zona Norte
202306;SUDESTE;SP;SAO PAULO;MASTER CLIN;HOSPITAL E MATERNIDADE MASTER CLIN SC LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA DR GALVAO GUIMARAES;72;SAO MATEUS;03970040;62;0;10;0;0;0;0;0;10;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;PRO MATRE PAULISTA;HOSPITAL E MATERNIDADE SANTA JOANA S A;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;SAO CARLOS DO PINHAL;139;BELA VISTA;01333001;229;0;66;0;3;0;0;0;63;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSPITAL SAO CAMILO SANTANA;SOCIEDADE BENEFICENTE SAO CAMILO;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;RUA DR LUIS LUSTOSA DA SILVA;33;SANTANA;02406040;243;0;61;0;50;0;11;0;0;0;0;0;0;0;Zona Norte
202306;SUDESTE;SP;SAO PAULO;HOSP DE OLHOS DE SAO PAULO;UNIDADE OFTALMOLOGICA DE SANTANA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;AVN CANTAREIRA;126;SANTANA;02330000;26;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Norte
202306;SUDESTE;SP;SAO PAULO;HOSPITAL E MATERNIDADE VIDAS;HOSPITAL E MATERNIDADE VIDAS LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;NOSSA SENHORA DO SABARA;2375;VILA CAMPO GRANDE;04685006;44;0;13;0;0;0;8;0;5;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;CEMA HOSP ESPEC;CEMA HOSPITAL ESPECIALIZADO LIMITADA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;RUA PADRE ADELINO;333;QUARTA PARADA;03303000;111;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;CLINICA INFANTIL SANTA ISABELLA;CLINICA INFANTIL SANTA ISABELLA S S;PRONTO SOCORRO ESPECIALIZADO;HOSPITAL_PRIVADO;RUA VERBO DIVINO;246;GRANJA JULIETA;04719000;3;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;EYE CLINIC IBIRAPUERA;EYE CLINIC OFTALMOLOGIA CLINICO CIRURGICA E DIAGNOSTICA LTDA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;AVENIDA REPUBLICA DO LIBANO;1034;IBIRAPUERA;04502001;16;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSPITAL ADVENTISTA DE SAO PAULO;INSTITUICAO PAULISTA ADVENTISTA DE EDUCACAO E ASSIST SOCIAL;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;RUA ROCHA POMBO;49;LIBERDADE;01525010;47;0;7;0;7;0;0;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSP MUN VER JOSE STOROPOLLI;PREFEITURA DO MUNICIPIO DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÃBLICO;RUA FRANCISCO FANGANIELLO;127;PARQUE NOVO MUNDO;02181160;201;181;40;20;30;10;5;5;5;5;0;0;0;0;Zona Norte
202306;SUDESTE;SP;SAO PAULO;CLINICA ESPEC RENAITRE;RENAITRE CLINICA DE ESTETICA LTDA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;RUA JOSE PEREIRA CARDOSO;80;SAO MIGUEL PAULISTA;08011310;6;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL BOSQUE DA SAUDE;NOTRE DAME INTERMEDICA SAUDE S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;AV BOSQUE DA SAUDE;1926;SAUDE;04142082;141;0;17;0;17;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSPITAL DA LUZ 113;AMICO SAUDE LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA AZEVEDO DE MACEDO;113;JARDIM ZAIRA;04013060;143;0;40;0;40;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;CENTRO MEDICO PMESP;POLICIA MILITAR DO ESTADO DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÃBLICO;AVENIDA NOVA CANTAREIRA;3659;TREMEMBE;02341001;95;0;10;0;10;0;0;0;0;0;0;0;0;0;Zona Norte
202306;SUDESTE;SP;SAO PAULO;PREMIER RESIDENCE HOSPITAL;PREMIER RESIDENCE HOSPITAL LTDA ME;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA JURUBATUBA;461;VILA CORDEIRO;04583100;74;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;SAHA SERVICOS MEDICOS E HOSPITALARES;SAHA SERVICOS MEDICOS E HOSPITALARES LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;MAESTRO CARDIM;407;BELA VISTA;01323000;10;0;2;0;2;0;0;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSPITAL PARANAGUA;HOSPITAL VITAL LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;AVENIDA PARANAGUA;808;VILA PARANAGUA;03806000;25;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSP E MAT JARDINS;HOSPITAL E MATERNIDADE JARDINS LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA ARTUR AZEVEDO;1659;PINHEIROS;05404014;47;0;10;0;6;0;0;0;4;0;0;0;0;0;Zona Oeste
202306;SUDESTE;SP;SAO PAULO;HOSP E MAT STO EXPEDITO;SOMEL SOCIEDADE PARA MEDICINA LESTE LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA TOMOICHI SHIMIZU;201;ITAQUERA;08260140;31;0;6;0;6;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL SILVIO ROMERO;HOSPITAL DE ESPECIALIDADES SILVIO ROMERO LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA FERNANDES PINHEIRO;268;VILA AZEVEDO;03308060;120;0;10;0;10;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;SAO LUIZ UNIDADE MORUMBI;REDE D OR SAO LUIZ S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA ENGENHEIRO OSCAR AMERICANO;840;MORUMBI;05673050;187;0;60;0;39;0;10;0;0;0;0;0;11;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSPITAL DOM PEDRO;ACEBRAS SERVICOS MEDICOS HOSPITALARES LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;AV ALCANTARA MACHADO;60;BRAS;03102000;133;0;22;0;22;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL DA FACE;HOSPITAL DA FACE LTDA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;RUA IZONZO;155;SACOMA;04249000;5;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSPITAL INFANTIL SABARA UNIDADE 2;FUNDACAO JOSE LUIZ EGYDIO SETUBAL;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÃPICO;AVENIDA ANGELICA;1920;HIGIENOPOLIS;01228200;58;0;0;0;0;0;0;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSPITAL SANTA ISABEL;HOSPITAL SANTA ISABEL S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;R DR CESARIO MOTA JUNIOR;112;SANTA CECILIA;01221900;115;0;19;0;12;0;0;0;0;0;3;0;4;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSPITAL INDIANOPOLIS;CARESURGE LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;AVENIDA JANDIRA;1134;INDIANOPOLIS;04080006;40;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSPITAL SAINT PATRICK PORTINARI;ASSOCIACAO HOSPITALAR JAGUARA;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;PC GAL GUIMARAES;77;VILA JAGUARA;05114110;109;0;42;0;22;0;10;0;10;0;0;0;0;0;Zona Oeste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL SAN GENNARO;HOSPITAL SAN GENNARO LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;PAES DE BARROS;1327;MOOCA;03115020;41;0;4;0;4;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;CENTRO MEDICO SAMARITANO JARDINS;ESHO EMPRESA DE SERVICOS HOSPITALARES S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;ALAMEDA SANTOS;764;CERQUEIRA CESAR;01418100;16;0;0;0;0;0;0;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSP MUN CARMEN PRUDENTE;PREFEITURA DO MUNICIPIO DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÃBLICO;AV DOS METALURGICOS;1797;CIDADE TIRADENTES;08471000;245;224;51;30;30;10;11;10;10;10;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL LOCAL DE SAPOPEMBA;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÃBLICO;RUA IAMACARU;45;PARQUE SANTA MADALEN;03982060;30;30;0;0;0;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;INSTITUTO DE REABILITACAO LUCY MONTORO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL ESPECIALIZADO;HOSPITAL_PÃBLICO;RUA JANDIATUBA;580;VILA ANDRADE;05716150;64;64;0;0;0;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSPITAL VILLA LOBOS;REDE DOR SAO LUIZ S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA LITUANIA;260;MOOCA;03184020;154;0;40;0;30;0;0;0;0;0;0;0;10;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;ASSOCIACAO HOSPITAL PERSONAL CUIDADOS ESPECIAIS;ASSOCIACAO HOSPITAL PERSONAL CUIDADOS ESPECIAIS;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;RUA CAME;1016;PARQUE DA MOOCA;03121020;70;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL INGLES;HOSPITAL INGLES LTDA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;RUA SILVIA;193;BELA VISTA;01331010;7;0;0;0;0;0;0;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;BARRAMED CASA DE APOIO;BARRAMED CASA DE APOIO LTDA;HOSPITAL ESPECIALIZADO;HOSPITAL_PRIVADO;RUA PROFESSOR GIULIANI;202;VILA INVERNADA;03348030;25;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSP MUN M BOI MIRIM;SECRETARIA MUNICIPAL DA SAUDE;HOSPITAL GERAL;HOSPITAL_PÃBLICO;DO M BOI MIRIM;5203;JARDIM ANGELA;04948970;341;279;80;40;60;20;10;10;10;10;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSP SAO LUIZ ANALIA FRANCO;REDE DOR SAO LUIZ S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;FRANCISCO MARENGO;1312;TATUAPE;03313000;259;0;85;0;54;0;11;0;20;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;HOSPITAL ESPECIALIZADO;HOSPITAL_PÃBLICO;AV DR ARNALDO;251;CERQUEIRA CESAR;01246000;525;525;85;85;85;85;0;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSPITAL MONTEMAGNO;NOTRE DAME INTERMEDICA SAUDE S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;AVENIDA MONTEMAGNO;241;VILA FORMOSA;03371000;113;0;11;0;11;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL LEFORTE;HOSPITAL LEFORTE S A;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA TRES IRMAOS;121;CAXINGUI;05615190;96;0;28;0;16;0;8;0;4;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;BP MIRANTE;REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÃPICO;RUA MARTINIANO DE CARVALHO;965;BELA VISTA;01321001;123;0;30;0;30;0;0;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;UNIDADE AVANCADA EINSTEIN PERDIZES;SOCIEDADE BENEF ISRAELITA BRAS HOSPITAL ALBERT EINSITEN;HOSPITAL GERAL;HOSPITAL_FILANTRÃPICO;RUA APIACAS;85;PERDIZES;05017020;9;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Oeste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL INFANTIL SABARA;FUNDACAO JOSE LUIZ EGYDIO SETUBAL;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÃPICO;AVENIDA ANGELICA;1987;HIGIENOPOLIS;01227200;118;0;45;0;0;0;45;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSPITAL SANCTA MAGGIORE;PREVENT SENIOR PRIVATE OPERADORA DE SAUDE LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA MITUTO MUZUMOTO;596;LIBERDADE;01513040;4;0;0;0;0;0;0;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSPITAL E MATERNIDADE VITORIA;ESHO EMPRESA DE SERVICOS HOSPITALARES SA;HOSPITAL GERAL;HOSPITAL_PRIVADO;AVENIDA VEREADOR ABEL FERREIRA;S/N;JARDIM ANALIA FRANCO;03340000;152;0;48;0;34;0;4;0;10;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;CLINICA SAINTE MARIE;CLINICA SAINTE MARIE LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;GUILHERME ASBAHR NETO;438;CHACARA MONTE ALEGRE;04646001;46;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSPITAL MUNICIPAL SOROCABANA;PREFEITURA DO MUNICIPIO DE SAO PAULO;HOSPITAL GERAL;HOSPITAL_PÃBLICO;RUA FAUSTOLO;1633;VILA ROMANA;05041001;60;50;10;0;10;0;0;0;0;0;0;0;0;0;Zona Oeste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL A C CAMARGO TAMANDARE;FUNDACAO ANTONIO PRUDENTE;HOSPITAL ESPECIALIZADO;HOSPITAL_FILANTRÃPICO;TAMANDARE;753;LIBERDADE;01525000;126;0;10;0;10;0;0;0;0;0;0;0;0;0;Centro
202306;SUDESTE;SP;SAO PAULO;HOSPITAL GREEN HILL;GREEN HILL SERVICOS MEDICOS SC LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA BOM PASTOR;905;IPIRANGA;04203050;12;0;0;0;0;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE;PREVENT SENIOR PRIVATE OPERADORA DE SAUDE LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA TAMARATACA;127;MOOCA;03119010;66;0;10;0;10;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL SANCTA MAGGIORE;PREVENT SENIOR PRIVATE OPERADORA DE SAUDE LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;AVENIDA SANTO AMARO;22;VILA NOVA CONCEICAO;04506000;96;0;18;0;18;0;0;0;0;0;0;0;0;0;Zona Sul
202306;SUDESTE;SP;SAO PAULO;HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE;PREVENT SENIOR PRIVATE OPERADORA DE SAUDE LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA DA FIGUEIRA;831;MOOCA;03102010;117;0;20;0;20;0;0;0;0;0;0;0;0;0;Zona Leste
202306;SUDESTE;SP;SAO PAULO;HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE;PREVENT SENIOR PRIVATE OPERADORA DE SAUDE LTDA;HOSPITAL GERAL;HOSPITAL_PRIVADO;RUA MAESTRO CARDIM;1137;BELA VISTA;01323001;106;0;30;0;30;0;0;0;0;0;0;0;0;0;Centro
